id,message,original,genre
872,"a lot of people left the city to go to the province ( rural ) areas, we need to encourage decentralization, create work for the camp to be . .. ",beaucoup de gens ont quittes la ville pour se rendrent dans les provinces. il faut encourager la descentralisation. creer du du travail pour que les camp,direct
873,"We called at a radio station they do not do anything, we contacted some other people, nothing, contact us at this number please, come help us. ( no number provided from this message )",Nou rele nan radio yo pa janm fe anyen nou kontakte kek enstans ki konsne yo yo pa okipe nou kontakte nou nan nimewo sa silvoupl vin pote n sekou nan,direct
874,"I need white man to give tent, cause the government and the police will take them",e tet mwen. Se blan ki pou bay tant yo paske gouvenman avek polis yo pran tout tant yo.,direct
875,There is no food distribution in the area where i live?,yo pa vi bay mange nan zon lakay mwen.,direct
876,Thank you. I'm in the Northwest in the countryside. I'm not able to find any cyber cafe that functions. I'm going to see if I can listen to the radio,@p# @Msi mwen nan ndws mwen andey vil la mwen poko ka voye non cyber cafe ki anfonksyon an ale nan 4636la mwen pwalw simka kapte radyo a mesi ank bon nw,direct
877,"Please, is this the number to call to get more information.",@p#@i. silvoupl skemka rele nan nimewo vwala sa a poumka jwenn pibon infomasyon?,direct
878,My Family in Ti Goave and my mother who is there need food and tents,Fanmi mwen nan vil tigwav ak manmanm ki nan 9m seksyon tigwav bezyen ed. tankou : nouriti ak tant pou nou ka sove vi nou. mwen jean louis AndrFable. miz ap,direct
879,4636 : MInustah fm radio is working now on 106. 1 FM and 94. 9FM,4636 : Radyo MINUSTAH FM ap mache kounye-a sou 106. 1 FM ak 94. 9 F,direct
880,I am a law student. I don't have a place to stay because my home is destroyed. I haven't received any of the aid the foreigners have sent.,"idyan an sians jiridik, deziym ane jean price mars ( ujpm ). mwen pa gen kote poum rete paske kay mwen kraze, epi mwen pa jwenn ed ke peyi etranje yo voye",direct
881,"We are a kan of 600 people stationed at Riboncy Street. Honorat at Nazon area, we have no water and tent. Please help us.","Nou se yon kan 600 moun ki plase nan ri boncy, honorat ( nazon ) nou bezwen dlo ak tant. S. V. P AIDEZ-NOUS",direct
882,"at calboi place, we need food and water",Place calboi besoin mange ak dlo,direct
883,need some help please we ar at carrefour pernier please verify location. ..,beswen aide svp nan kfou pernier,direct
884,"Dear Friends, Say something for me. i have a lot of problems My mom, my dad, my brother and sister all gone. I have no one to call. Please help me",Mezanmi di yon mo pou mwen tet mwen chaje manman papam sam from toute ale kitem mwen pa gen moun poum rela non kom ap koupe edem souple,direct
885,We need a rescue team. We need help in the Delmas. Thank you,Nou se gwoup sauvetage nou bezwen aide nan delmas mesi,direct
886,I am starving for food. I am located in Carrefour 52,Mwen gran gou se cafou mwen ye nan 52,direct
887,"We are a group of people living at tabarre 27, we are dying because we have no food please help!!",Nou se yon group moun ki rete nan taba 27 nou preske mouri paske nou pa gen anyen pou nou manje,direct
888,It is cold in Cuba this morning. It could reach Haiti tomorrow. Some showers are predicted for our area tonight.,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct
890,I can't communicate cause I have no money on my calling card,Mwen paka kominike paske mwen pa gen kob sou kont mwen,direct
891,"The countryside are getting overcrowded, we need help in Miragoane,",vil de pwovens yo vini. misa komanse anvayi nou!se haiti zon miragw,direct
892,"No Location : I am sending this cry for help, I cant take it anymore, life is too pricy here, I need a visa to go work abroad and help my mother, because my father died.",Mwen voye mesaj saa paske mwen pa kapab nou anba lavi ch. Mwen ta remen jwenn yon viza. Poum al travay nan yon lot peyi poum ka ede manmanm paske papam mouri.,direct
893,"I'm homeless, I need a tent for the kids.",Mwen se yon viktim kay mwen kraze mwen bezwen yon tant pou timoun yo ki nan seren an,direct
894,"No location : no gov officials showed up to see us, we have a few kids. .. message truncated.",OKEN KONSNE NAN LETA KIPASE WNOU PASKE GENYEN ANPIL TIMOUN PITI K,direct
895,Food and medication is needed at a camp in Cayes. written by a priest from the sacre-coeur parish,Nourriture et medicaments pour victimes des camps des Gabions aux CAYES. Pre Jean Marcel paroisse S-coeur.,direct
896,"I have no body to help me, I don't know what to do please help me",en paske mwen gen moun kap edem ank mwen pa konn sa poum fe tanpri edem.,direct
897,we have not received anything in CANAPE VERT. Please help.,Nou pa jwenn anyen nan kanapev ditou w sa nou te ka fe pou nou,direct
899,"We are in Delma a 1, in local pinson. We have a great need for food and water.","Nou nan delma a 1, nan lokal pinson s. a. nou nan gwo bezwen manje ak dlo pou nou bwe. tanpri pran ka nou an konsiderasyon.",direct
900,"Need food, water, shelter and lighting.","We need help at delmas 41 road stella no 29. we need light, water, food and more for living. please help us.",direct
901,i'm homeless from Cabaret. Please help.,Mwen se viktim nan kabari kafou tosl nou pa janm jwen anyen voye je gade nou.,direct
902,"We are in needs since the earthquake, we do not have any assistance, everything that we have is finished. We are in b ten",Nou gen gran bezyen depi tranbleman de ta a nou pa resevwa anyen. tout sa nou te genyen fini net. Se nan bten nou ye.,direct
904,"clothing, food and tents because the sun and the rain are giving us a really hard time. ( incomplete )",N RAD MANJE TANT SOLEY AK SEREN AP BAT NOU,direct
905,We are in blancha. We have nothing. No one has visited us in 10 days. This is terrible.,Nou nan blancha. Nou gen anyen ditou. menm yon vizit nou pa resevwa depi 10 jou tirib sa yo.,direct
907,Give me information please. .. Note : Call to find out what he/she wants. ..,Bonm enfomasyon s v ple.,direct
909,I can't call my family cause i HAVE no minutes on my calling card. Please help me,Mwen paka kominike paske mwen pa gen kob sou kont mwen pou mwen pale avek fanmi yo,direct
911,"We are somewhere in Gressier, we have not found any help yet, we need Food, water, WC asap, everybody in the area need the same.","Mwen nan yon sit gresye ki pako jwen n oken n ed, nou bezwen touswit tant, dlo manje ak twalut se menm bagay pou tovt gresye",direct
912,We are from Radio Echo 200 in Petit Goave. We lost Baselais Volcy. The radio station is really in bad shape.,"@P ) @RADIO ECHO 2000 NAN TI GOAV PDI MT BASELAIS VOLCY NAN TRANBLEMAN DE T A, YON ANIMATEUR L, GEN LOKAL RADIO A AN MOVE ETA, MIRAY ANDAN RADIO A KRAZE",direct
913,There's a place in Leogane called Kachand?l where there are lots of collapsed homes. Most of the people make their home with blankets as tents. Plus we haven't received any help.,"Gen yon zon nan Leyogan ki rele kachandl, ki gen anpil kay kraze, anpil nan moun yo se ak dra yo fe ti tant yo nan savann pou demi. Epi nou poko jwenn an",direct
914,"No location : please send us Help, we have a lot of children.","kenn otorite pote ed ba nou epi, gen anpil timoun ki nan jatye sa.",direct
915,The Office and direction and walls of the discotheque of the Studio is almost crumbled. .. All the entrances are cracked as well as the walls. . We are broadcasting from the streets. .. Note : Please call and ask for exact location,"@X ) @ BIWO AK DIREKSYON AK DISKOTK MIRAY STIDYO A PRESKE TONBE, TOUT RANTRE FISIRE AK LOT MIRAY, NAP EMET NAN LARI",direct
916,"Do something for us. We have already used up everything we had. We are in Bertin, Carrefour. Thank you.","Faites quelque chose pour nous. Nous avons dj epuis tout ce dont nous avions. Nous sommes  bertin, carrefour. Merci",direct
917,Please help me because i have nobody. I believe that you hear my cry or give something in other for me to continue with my study.,Tanpri edem paske mwen pa gen pason tanpri. Mwen kw ke nap tande kriyem. oubyen bon yon bagay poum fe poum ka kontinye etude mwen.,direct
918,And i do not have money to buy a phone card ( incomplete ),E mwen pa gen sen kob pou mwen achete kat,direct
919,"That's too much. .. Our Archibishop is gone. Our priest and seminarist, most of them are dead. Our training centres are destroyed. This is the reason why I am asking you to help me to complete the rest of the school year wherever you can. ..","ape anpil, Achevek nou, Pe nou yo ak seminaris nou pifo mouri, Mezon fomasyon nou yo detwi. Se poutet sa map mande nou ede m al fi n fe res ane a kote nou ka",direct
920,"At Village Solidarite, these people have nothing, there a little baby needs to be fed ( no food ) please, No kotex available for women that have their period and lots of other problems, please help.","NAN VILLAGE SOLIDARITMOUN YO PA JWENN ANYEN,YO GEN TI BEBE,GRANMOUNPLIZY NAN FANM YO GEN RG YO MEN YO PA JWENN KOTEX GEN PLIZY LT PWOBLEM ANK.M",direct
921,"We did not find any of the aid the US sent. We live in Leogane, zone merge.",Nou pa janm anyen nan ed etazini yo nou rete nan leogane zon merge,direct
923,"visit this site, we are looking for help please, so these people don't die of hunger. Thank you",izite sit sa a nap chache ed souple pou moun sa yo pa mouri grangou. Mesi.,direct
924,"today. A lot of them are hurt, they would need medical attention. Some of them have suffered psychological trauma and would need to see a psychologist. Some of them are not from this town. ( Incomplete - This is only part of a message )",vens jodi a. anpil ladan yo blese yo ta bezwen swen sante. gen ladan yo ki sibi twomatiz psichik kita dwe konsilte de sikolg. genyen ki pa moun zon nan e n,direct
925,Please come and help us we are in pis Aviation ( Aviation Street ),"Souple, vin ede nou sou pis aviation.",direct
926,we live in the department of south of the country. The part of the country is Aquin and the section is Lakolin. We want to ask when will we get help because most of the people who were living. ..,NOU SE YON ELEMAN KAP VIV NAN DEPATMAN SID PEYIA KOMIN AQUIN SEKSYON LAKOLIN ZON VENO NOU DI JIS KILE NAP JWENN PANOUAN PASKE PIFO MOUN KITAP VIV NA,direct
927,"In the capital, we are in La Kolin ( la colline ). We need aid too.",N KAPITAL LA SE LA KOLIN YO YE. ALONOU BESWEN ED TOU,direct
928,"At vifranc street ( near of Bolos ) lots of people who need water, food please help us",Nan rue villefranc rue ki pase anba rzvwa balos la plen moun ki bezwen ed yo gen pwoblem tout bon fe yon pase tanpri.,direct
929,one item of clothing. please go and help them. - Incomplete,YON SEL TI RAD. EDEM AL JWEN YO TANPRI! JOSEPH NERE BRUTUS.,direct
930,"You know what to do. I am sleeping in Place Canape Vert, outside. I can't find a tent where to sleep. I don't have food and money.",konnen sa pou f ?se sou plas canapevert map demi seren ap bat mwen mwen pa jwenn tant pou m demi ni mwen pa jwenn manje pou m manje mwen pagen lajan po,direct
931,"We never got any help, we only kept going with the little we have, but we will not be able to keep on, please help us","u pa janm jwenn anyen se ak ti mwayen pa nou, nou te konn f kek ti bagay, men nou pakab kenbe ank tanpri s. v. p ede nou.",direct
932,"A lot of wounded people from port-au-prince, miragoane, petit goave and leogane came to Les Cayes. So, come help Les cayes.","Anpil Moun blesse ki soti p au p, miragoane, ti goave, leogane, vini okay. Donc vinn sove okay.",direct
933,"We are at the Place Clercine, WE have a baby. We need to eat.",NOU DOMI SOU PLACE PUBLIQUE CLERCINE- NAN KI SOUKOTE COMMISARIAT BIM NAN TABARRE CHAQUE SOIR. NOU GEN TI BEBE AVEC NOU. NOU GRANGOU NOU BESOIN MANJE AK,direct
935,Our house is destroyed and we are sleeping outside under the rain. We don't have food nor ( Incomplete ),NOU GEN KAY NOU KRAZE E NOU AP DOMI NAN SEREN NOU PA GEN MANJE NI K,direct
936,Please help us : find a tent. it's a family of 6 people. ( Incomplete- seems to be the end of a message ),B. TANPRI EDE NOU : TROUVE YON TANT FANMI AN KONPOZE DE SIS ( 6 ) PSN,direct
937,"i have a problem talking to people in port au prince, please its talking to people god bless us",Mwen gen you poblem pou m pale ak moun mwen yo potopwens souple si m pale ak moun mwen yo bondye a beni-n,direct
938,Please send food. Thank you. I'm in the village of La Plaine,kijwenn ed alimante yo. mesi mwen nan vilaj lap.,direct
939,I think you will do the necessary things for me. .. Note : call for details. .. incomplete request,Je pense que vous feriez pour moi le necessaire. Merai davance.,direct
940,I live in Gonaives. The wounded are dying. They can't have/don't have doctors.,Mwen rete gonaives malade yo ap tombe yo pa jwen dokt,direct
942,We are an accountant and two engineers. Please help us to find work or some food.,UR COMPTABLE ET 2 INGENIERS AIDONS NOUS A TROUVER DES DES TRAVAUX OU BIEN LA NOURRITURE SILVOUPLAIT,direct
943,"I lost my mother and my father and other people who died. These people are very dear to me. For now, I am living with someone who needs help. .. Note : Call for location",mwen pedi manman ap papa e lot moun ki che pou kounyeya desand okay kay yon moun mwen ta renmenn ede m,direct
944,medicine for sick people are at gonaives,"medicament pour les malades qui sont aux gonaives, merci.",direct
945,"People have no water and food, suffering. ..",n moun kap soufri yo pa genyen dlo et manje moun yo ap mouri pote n,direct
946,"its that i have a lot of problems. my house has colapsed, i dont have clothes, I p. ..","ske mwen gen anpil pwoblem. Kay mwen kraze, mwen pa gen rad, mwen p",direct
947,"I live in Gonaives. I need help for the hospital in Raboto. We need water, food, and medication because we have a thousand people who need medical attention right now.","M se yon sitoyen kap viv gonayiv m bezwen ed pou lopital raboto a sa nou bezwen se dlo, manje, medikaman paske gen yon milye moun ki bezwen swen nan le sa a",direct
948,"I lost my merchandize, my house is destroyed, please I need help","en pedi machandiz mwen, kay mwen kraze silvouple mwen bezwen ed ni",direct
949,"a country, I cannot function well. My house is located about 1km, when the heavy trucks pass by the house shakes! I have two small children, ( my wife. .. ) OR ( Mrs. .. . )","yon peyi a mwe paka fonksyone byen. Kay mwen sitiye apepr 1 kilomt konsa, la gwo pwalou yo pase la konsa kay la tranble! Mwen gen 2 ti moun piti, madan",direct
951,For us to sleep and I am a student in my 2nd year in good in science Is it possible that we can get help please?,pou mwen demi e mwen se yon etidian an 2m ane an sciens kontab eske nou ka ede sil vou pl?,direct
952,"3839. 9814 United States, come on, come help me in 10th communal section of Aquin. The international organizations, I have 8 children ok, please respond quikly",. 9814. ozetazuni vininon vinpotemsekounan. 10em seksyon kominn aken merci. ogani zasyon intenasyonal yo. mwen 8pitit oke repons tousiyt,direct
953,"I think that right now, there is someone after God, who should do something for us in the short time, for me and my mom, my little brother because we have no shelter",J pense k en c moman kil y a kelkun apr Dieu ki devra ds un temps limite fair un pti kelke choz pr ma more mn pti frre e moi car ns sommes san abri san,direct
954,moral support. the situation is overwhelming for us. we need to find a way to go find our family in the US because we are the only ones left of this ( incomplete ),support moral  j en pass la situation  incontrolabl pr nous il fo coute ke coute aller trouver ns parents o USA car ns sommes li seul restant d cette,direct
955,"practically no help at all. if it wasn't for god, we would have all died from hunger by now. ( incomplete )",voir aucun aide si cest pas dieu nous etions tous meurt de faim,direct
957,"A cold front is on Cuba this morning. It might hit haiti tomorrow. Lots of isolated intense rain showers are predicted for our region tonight ( Incomplete, beginning of a message )",Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct
958,"I need to go find my family in the US. I don't have a house to stay in, I don't have cloths to wear, they haven't come to give any food in my area. I ( incomplete, beginning of a message )","mwen bezwen al jwenn fanmi mwen etats-unis ( usa ). Mwen pa pagen kay pou mwen rete, mwen pagen rad pou mwen mete, yo pa vi-n bay manje nan zon lakay mwen t",direct
959,was. Please Help me! ( end of last message I translated ),"e ye a. Tanpri fe sa pou mwen, ede m !",direct
960,"knew to target the people who were the most in need. It was about giving it out to people they knew. This time, i want things to change, if they're helping in my aread, i shove ( Incomplete, follows the last message i translated )","m konn sibl moun ki nan nssiti yo vr, se bagay moun pa yo te konn ap f. Fwa sa a, mwen vl sa change, si yap bay d nan zon pam nan, mwen bay bourad p",direct
962,I can't reach my father who's located in Port-au-prince because i don't have a sufficient credit on my phone,M pa ka pran nouvel papa m ki potoprens akoz de mwayen ekonomik sou tel mwen.,direct
963,"hello. please, i would like to join my family in the US","Helo ! Please, I would like have my family ( USA ).",direct
964,"hello, there are alot of people who left port au prince that came to the cities in the provinces, it would be good if ( incomprehensible ) would think of these people, because they have nothing to do.","Bonjou, gen anpil moun ki kite potoprens ki vin nan vil provens yo, li ta bon si enstans konsne yo ta panse a moun sa yo. Paske yo pa gen anyen pou yo f.",direct
965,"We are hungry we have nothing to eat, since the earthquake happened, we have not received anything. we are in carrefour in the area of bertin",Nou grangou nou pa gen anyen pou nou manje. depi seisme fin pase nou pa resevwa anyen. nou nan kafou zon bertin.,direct
966,"come and help us, we have nothing to live on, we are in carrefour in the area of bertin","Vin ede nou, nou pa gen anyen pou vin. nou nan kafou zon bertin.",direct
967,i have a problem my house is destroyed,Mwen gen problem kay mwen fok top,direct
968,"we live in carrefour, in the area of bertin on rue du fort. we need food, water and toilets",Nou rete kafou nan zon bten rue du fort. Nou bezwen manje dlo lat,direct
970,"People from Route de l'amiti did not find Food, tent, water. . please Help us.","Moun rout de lamitye yo pajwen ed ni manje, ni tant, ni dlo nap mande sekou.",direct
971,bring money to people. .. . thank you,pot kob bay moun. Mesi,direct
972,"hello, i would like to leave for the us, just to get to my family, where i am they don't give us anything, i have nothing, i plead to you to help me","Salut, je voudrais partir pour les Etats-Unis. Juste pour trouver ma famille. L o je suis on ne donne rien, je suis priv de tout. Je vous emprie aidez-m",direct
973,immediaterly !!!!! I would like to find my family in the USA,"oi immdiatement ! Je veux trouver le reste de ma famille, USA.",direct
974,we live on impasse ida on poupla avenue. we have no water to drink. help us,NOU RETE NAN ENPAS IDA AVNI POUPLA. NOU PA GEN DLO POUN BW. EDE NOU,direct
975,"please open a door for me, because i really am in a difficult spot, thank you",cel tanpri louvri pat pou mwen paske mwen vrman an difikilte. mesi !,direct
976,needs a more precise address information Seeking water to drink,"NOU RETE NAN ENPAS IDA AVNI POUPLA #11BIS. NOU PA GEN DLO POUN BW, N",direct
979,Would love to hear the latest news from Haiti for 2010.,Ban echel 3 dnye replik ki pase en ayiti pou 2010 la,direct
980,N. B. Food distribution via helicopter is the most helpful. There are a lot of intelligent students in the neighbourhood that are dying of hunger. Please hurry to come and help them.,N. B. Se nan elikopt distribisyon ka fet pi byen nan tant yo. Anpil elv entlijan nan katye saa ap mouri grangou si yo prese vini ede yo.,direct
981,"No Location : Good morning in Jesus name. We were 6 people living in one appartment. I am the only one who survived, now I am sleeping in the streets. .. ...",Mwen salye nou nan non jezu. Se te nou ( 6 ) sis moun ki tap viv nan yon sel apatman. mwen menm selman bondye fe gras kounye a se nan lari mwen ye epi tou m,direct
983,"Hi, I am living in Delmas 2, most of the people there lost evrything, we need help and food please.",Alo mwen ap viv andedan delma 2 ak tout moun men nou pifo sinistre nou bezwen ed avek tant manje,direct
984,"We are homeless, we live in Mais Gate. we can't stay in our house in Pax Vila. We need all kinds of help. Thank you in advance.","Nou sinistre, nou rete nan Mais gate, nou paka ret nan kay nou nan Pax Vila a, nou bezwen tout sot 2 d. Mesi davans Water s Production.",direct
985,I live in Senmak in Latibonit I haven't been able to find a radio,Mwen rete Senmak nan Latibonit mwen pa jwenn radyo a.,direct
986,"We have found nothing at Pont Morin, number 3. We are starving.",On a rien trouve a pont morin au numero3 we staruing thank you,direct
987,".. .. 42, inside. God bless you, may his grace be with digicel. .. Good Job.",o karant de andan. Bondye beni nou ke gras papa a kapab kontinye devse sou digicel bon travay.,direct
988,"No Location : Greetings all, I want to tell you that we have a lot of people suffering, starving, they need hygienic wipes, food, clothes, shoes, and more. .. all my ressources are over. ..","MWEN SALIE NOU E MWEN PROFITE DI NOU GIN ANPIL MOUN KAP SOUFRI GRAN GOU YO BEZOUIN ATIK DE TOILTE, MANJE, RAD, SANDAL, SOULI ELATRI. RESOUS PAM FINI A",direct
989,"because it is only one station that we have, thanks in advance",e vwe paske se yon sel statyon an nou genyen mesi davans,direct
990,"SOS Emergency, there is an urgent situation in Carrefour Feuille, Ridore Street.","SOS URGENCE, GEN YON KA GRAV NAN ZON KAFOU FY BLOK IMPAS RIDORE PRO",direct
991,"We are at Impasse Colon Turgeau. We need help, food and youth willing to work. Thank you",Impasse colon turgeau plus haut canado besoin d-aide de la nourriture de l-eau et des jeunes qui veut travailler merci,direct
992,"Bonjour. .. i need to go to canada, i only have my passport. How can you help me please. ? thank you",Bonjou!Mwen bezwen al Kanada se sel paspo mgenyen koman nou ka edem tanpri. Mesi,direct
993,"I would like to join my family in Atlanta Georgia but all I have is my birth certificate and a bank account, how can I get help please.",M ta renmen al jwen fanmi yo atlanta georgia men m pa gen anyen pou m ale ke acte de naissance mwen epi kan bank kouman nou ka ede di non tanpri.,direct
994,Are you gonna let us die in GOMMIERS. please send us help,Eske nap kite nou mouri lafen nan GOMMIERS. Tampri voye je gade nou,direct
995,"I salute all those that are in charge at Digicel. In the name of God, I am a client of Digicel who is a victim of the earthquake that happened on January 12. I have problem. My house is cracked. I would like to go to Jeremie. Notes No name or location given.",MWEN SALYE TOVT DIRIJAN DIGICEL YO NAN NON BONDYE M SE YON KLIYAN DIGICEL KIVIKTIM TRANBLEMAN TE DOUZ JANVYE A M GEN PWOBLEM KAY MWEN FANN POUM ALE JEREM,direct
996,Pass the message on Karaib ( radio station ) for me. Im in jacmel and tunned in on Karaib fm.,Pase mesaj la sou karaib pou mwen? mwen bwanche karai depi jakml,direct
997,"We are a committee that works to help the victims of the earthquake. We are in Mange where we have a lot of people that are victims, but our biggest problem is the children that are suffering. Personal Note: Mange is a slum area by the ocean accross from the Bolosse and Martissant area.",Nou se komite kap travay pou ede viktim trambleman ta a. Nou nan mang kote nou gen anpil moun ki viktim men pi gwo pwoblem nou se timoum piti yo kap so,direct
998,"I am from Morne Lazarre, now I am in Morne Calvaire, I have nothing and I never had any help, not even water, and I lost a cousin. ..",MOUEN SOTI MORNE LAZAR KOUNIE A MOUEN TROUVE M ANBA MNE KALVER KM SINISTRE KI PA JAMAIS BENEFICIE MME YOUN CHAS DLO APR MOUEN FIN N PEDI YOUN KOUZIN,direct
1000,Since last night i cannot get through ( on cell phone ) I get a busy signal,De pi ye swa m pa ka pase. Yo toujou di mwen reseau occup.,direct
1001,"We have a baby that died and another that has bad diarrhea. Please send water, medecine and food.","Nou gen bb ki mouri ak dyare fot de swen nan fontamara 37, svp voye yon ekip pou bay d : dlo, medikaman, manje. Mesi pou swivi ka sa a.",direct
1002,"Greetings to all the people receiving those text messages, we have a staff in Delmas 2, Haiti, sending them for people, not far from the Salvation Army center. .. . ( msg lost )",Mwen salye tout moun kap resevwa sms sa yo ak ke nou fome yon komite de distribisyon nan zon ebejeman ki nan sant delma 2 an dedan arme du salut a moun n,direct
1004,"( No location ) We have no water and food, we have no tent, and the children are starting to be sick.","ze, nou pa gen mange ak dlo nou pa gen tant epi ti mounn yo komanse malade",direct
1005,You guys forgot about people in Carrefour in Bertin.,"Apa nou bliye nou sa nap fe avek nou. carrefour, bertin.",direct
1006,"Good morning? Please, I would like to know which money transfer company that is still opened in the capital because I didn't find any of aids that are being given. Notes No name or location given.",( Bonjour? sil vous plait mwen ta renmin konnin ki biro transf ki ouv nan kapital la paske mwen pa jwenn anyen nan aide yab bay yo. ),direct
1007,"We cannot wait anymore. Americans, please come save us. We are waiting for you. Notes No name or location given.",Nou pa ka tan n ank ameriken vi n sove nou se ou nap tan n,direct
1008,"The authorities from Gressier hasnt done anything yet until this day. They only decided to have a meeting earlier at 2 pm, there are 6 People under the Rubbles. .. ( Msg lost )","Otorite gresye yo pako fe anyen jiska jodia se jodia yap fe yon reyinyon kay pa a a 2h depite, majistra, kazk, azk, ak delege vil. Gen 6 mounn anban de",direct
1009,"I need to let my family know that I am starving, they need to send me money. What Money transfer company is openin my area..",( Mwen bezwen fe fanmi mwen yo konnin ke grangou ap touyem pou yo voye kob pou mwen mwen bezwen konnin ki biwo ki ouv tanpri fem reponse ),direct
1010,"I live in Mariani, I no longer have a house. I'm sleeping in the streets. Please help me!",Mwen rete mariani kay mwen kraze map demi nan lari mwen ta renmen nou fe yon bagay pou mwen.,direct
1011,"Help for LA FONDATION REGARS SISE A LABOULE, we have about 200 people ",AIDE POUR LA FONDATION REGARS SISE A LABOULE COORDONER PAR PETIT HOMME STANEL NOUS AVONS ENVIRON 200 PERSONNEs,direct
1012,"I need to call my family abroad to let them know that im alive. i dont have the means to do so, please help me",Mwen bezwen rele fanmi ltb pou di mwen anvi mwen pa gen mwayen nan menm ede souple,direct
1013,People from Les Irois and Jeremie need help please.,lziwa Jeremie fok leta vini an ed nou tou provens yo,direct
1014,"We need help at nazon in the street extend ( sylvio cator ) water, food, tent ( please ) ( message in english )","We need help at nazon in the street extend ( sylvio cator ) water, food, tent ( please )",direct
1015,I congratulate MINUSTAH for all the support it gives to Haiti. The people will never forget it. We take the opportunity to tell them to take courage because he learned that they too are victims of this recent catastrophe,"Mwen felisite MINUSTAH pou tout apwi li bay Haiti, pap la pap janm bliyel nap profite di yo kouraj paske nou aprann ke yo viktim nan katastrf sa a ki so",direct
1016,"Sos in the Nazon, Bartholy road and seguineau. we are about 34 families whom are on the streets. we still havnt gotten water and food please let everyone know",Sos nan nazon rue bartholy et seguineau nou gen anviron43 fanmi ki nan lari a nou pa janm jwen dlo manje fe mesaj la pase pou nou,direct
1017,"Thank you very much. I am from Mariani - 1 Rue La Victoire extended. . We are facing all sorts of problems. Even water is scarce. We are maybe too far, this can be the reason why we are not being reached. ..",@X' @Msi anpil men zon mariani 1 ri laviktwa pwolonje nan mon lan nou f fas a tout sot pwoblem menm dlo nou paka jwen kom nou byen wo petet se sak fe yo pa,direct
1018,"sos in Nazon, Bartholy and seguineau roads we are about 43 families in the streets without water and food. let everyone know",@0! @Sos nan nazon rue bartholy et seguineau nou gen anviron43 fanmi ki nan lari a nou pa janm jwen dlo manje fe mesaj la pase pou nou a note nou f komite ak,direct
1019,"Please, we need water, food and tents to sleep in. Please help us out",svp nou bezwen manje dlo ak tant pou nou demi svp fe sa pou nou.,direct
1020,"Im at au Cayes, i would like to know if the local pnud at port au prince has collapsed?? because i have family working there and never got any news from them",Mwen nan okay mta renmen konnen si lokal pnud ki potoprens la tonbe paskem gen fanmim kap travay la mpa janm pran nouvel yo,direct
1021,"I need to go find my family in the US. I don't have a house, cloths nor food.","Mwen bezwen al jwenn fanmiw usa. M pagen kay, m pagen rad, m pa gen manje.",direct
1022,Please hurry. We are hungry. We are in Fontamara.,F vit riv sou nou. nou grangou nan fontamara tou.,direct
1023,"Need assistance with water, food and medical care.","Moun nan tet fontamara 43 nan tet mon labela pa jwen anken asistans : dlo, nouriti tant, medicaman.",direct
1024,help them. I've been writing for a few days but you've never called me. ,i ede yo. map ekri kek jou. nou pa relem.,direct
1025,"We are in Fontamara on Louis St the route 1 and 2 we have not receive anything, we need water. Thank you we are waiting on you","Nou menm nan fontamara 47 rue louis roi 1 et 2 nou poko jwenn nan sa yo voye pou nou an, nou bezwen l igan. Mesi davans nap tann nou oke.",direct
1026,Thaks a lot for the message 11 days after. .. . like this message by SMS I received but did not receive a glass of water for life.,@! @Msi anpil pou mesaj la 11 jou apr yon evenman paray se mesaj pa SMS mwen resevwa mwen pa resevwa yon v dlo antan ke yon vi,direct
1027,"Can you please tell us at which number we can find the radio? Do they speak creole? Thank you. because we understand the people of ti boucan, we can't handle the hunger any longer. It is killing us.","tanpri nan nimewo nou ka jwenn radyo a ? epi eske yo pale kreyl? mesi paske nou konprann pap tiboukan an, paske nou pa kapab ank lafen ap touye nou tan",direct
1028,"Please, listen to our voices. I am speaking for the population, because I am a small but potent voice. Thanks Note : Incomplete. ..","pri pran vwa nou anchaj, map pale nan non pap m an, paske m c yon tiboukanwa mesi. NADE JEAN CHELET.",direct
1029,"I'm hungry, That is why I am sending this message. ( no location provided )","Se grangou mwen grangou, se sak fe mwen te voye mesaj la",direct
1030,"We need drinking water, food, medecin for flu, infection and fever. We are in Fontamara 43 rue Menos prolongation","Nou bezwen dlo potab, manje, anpil tant ou pwela fredi ap touye nou, medikaman pou grip, pou enfeksyon pou fyv etc. Nou rete fontamara 43 rue menos prol",direct
1031,belair number 18. ( Incomplete-end of a message ),ongee bas la belair numero 18.,direct
1033,"Hello people in the courtyard of Miki at fontamara 27 Menos street extension, water please, do something","All0 moun nan lakou miki fontamara 27 ru menos prolonge bezwen mange, dlo, tant svp fe yon jan pou nou",direct
1036,"we are in bois verna, near sogesol. We need food.",Nou nan zon bwa verna zon sogesol nou bezwen ed manje.,direct
1037,"I'm in Port-au-Prince, everyone tells me need food, currently I am living in Port-au-Prince, we are hungry please save us. This text did not give a specific location except for Port-au-Prince.","Mwen t pa o pwens, tout lajanm pa di mwen bezwen nouriti, konnya map viv p 2 p, nou grangou souple sove nou",direct
1039,"In the state, please tell me what I must do",n the state please tell me what imust do,direct
